ident,type,description,mhz
CYQX,GND,GND,121.900
CYQX,OPS,OUTCAST OPS,128.850
CYQX,RCO,HALIFAX RDO,126.700
CYQX,TWR,TWR,118.100
CYQY,CNTR,MONCTON CNTR,118.600
CYQY,FSS,RDO,122.000
CYQY,RCO,CHARLOTTETOWN RDO,122.000
CYQZ,A/G,WILLIAMS LAKE RDO,122.200
CYQZ,AWOS,AWOS,124.400
CYQZ,RCO,WILLIAMS LAKE RDO,122.200
CYRB,RCO,ARCTIC RDO,126.700
CYRB,RDO,ARPT RDO,122.100
CYRC,A/D,BAGOTVILLE TRML,127.200
CYRC,ATF,ATF,118.400
CYRC,ATIS,ATIS,134.800
CYRC,GND,GND,121.900
CYRC,INFO,VFR ADVSY,123.400
CYRC,TWR,TWR,118.400
CYRI,CNTR,MONTREAL CNTR,125.100
CYRI,UNIC,ATF/UNICOM,122.800
CYRJ,A/G,MF,122.200
CYRJ,RCO,QUEBEC RDO,126.700
CYRJ,RDO,RDO,122.200
CYRL,A/D,WINNIPEG CNTR,135.325
CYRL,ATF,ATF,122.300
CYRL,RCO,WINNIPEG RDO,122.300
CYRL,RDO,MF,122.300
CYRM,ATF,ATF,122.800
CYRM,CNTR,EDMONTON CNTR,134.300
CYRO,ATF,Rockcliffe Traffic,123.500
CYRO,RCO,Quebec Radio,123.375
CYRO,UNICOM,Rockcliffe Unicom,123.500
CYRP,ATF,Carp Traffic,122.800
CYRP,TML,Ottawa Terminal,127.700
CYRP,UNICOM,Carp Unicom,122.800
CYRQ,CNTR,MONTREAL CNTR,128.220
CYRQ,UNIC,MF/UNICOM,123.000
CYRT,MF,"Rankin Radio, 5nm below 3100ASL",122.200
CYRT,PAL,Edmonton Control,134.000
CYRT,RCO,Artic Radio (FISE),123.550
CYRT,RDO,Rankin Radio,122.200
CYRT,VDF,VHF Direction Finding,122.200
CYRV,RCO,PACIFIC RDO,126.700
CYRV,UNIC,ATF/UNICOM,122.800
CYSA,CNTR,TORONTO CNTR,135.300
CYSA,UNIC,ATF/UNICOM,122.800
CYSB,ATIS,ATIS,127.400
CYSB,CNTR,TORONTO CNTR,135.500
CYSB,MF,rdo,125.500
CYSB,RCO,LONDON RDO,123.475
CYSC,A/G,MF,123.500
CYSC,AWOS,AWOS,126.250
CYSC,CNTR,MONTREAL CNTR,132.550
CYSC,UNIC,ATF/UNICOM,123.500
CYSE,ATF,,122.800
CYSG,CNTR,MONTREAL CNTR,124.000
CYSG,UNIC,MF/UNICOM,122.150
CYSH,A/D,OTTAWA TRML,128.175
CYSH,UNIC,ATF/UNICOM,122.700
CYSJ,A/G,MF,118.500
CYSJ,CNTR,MONCTON CNTR,124.300
CYSJ,RDO,RDO,118.500
CYSL,CNTR,BOSTON CNTR,124.750
CYSL,UNIC,ATF/UNICOM,122.700
CYSM,A/D,YELOWKNIFE RDO,123.550
CYSM,ATF,AIRPORT RDO,122.200
CYSN,A/D,TORONTO TRML,133.400
CYSN,A/G,MF,123.250
CYSN,ATF,ATF,123.250
CYSN,ATIS,ATIS,128.525
CYSN,RCO,LONDON RDO,126.700
CYSN,RDO,RDO,123.250
CYSP,CNTR,WINNIPEG CNTR,134.075
CYSP,RCO,WINNIPEG RDO,123.550
CYSP,UNIC,ATF/UNICOM,122.800
CYSU,AWOS,AWOS,122.550
CYSU,CNTR,MONCTON CNTR,124.400
CYSU,UNIC,ATF/UNICOM,122.950
CYSW,ATF,ATF,123.200
CYSY,ATF,MANDATORY FREQ,122.100
CYSY,RDO,ARPT RDO,122.100
CYSZ,ATF,ATF,122.800
CYTA,A/G,Petawawa Advisory,126.400
CYTA,ATF,Pembroke Traffic,122.800
CYTA,PAL,Montreal Centre,135.200
CYTA,UNICOM,Pembroke Unicom,122.800
CYTE,ATF,MANDATORY FREQ,122.100
CYTE,AWOS,AWOS,128.700
CYTE,RDO,ARPT RDO,122.100
CYTF,A/D,BAGOTVILLE TRML,127.200
CYTF,AAS,VFR ADVSY,121.200
CYTF,UNIC,ATF/UNICOM,123.000
CYTH,A/G,RDO,122.500
CYTH,ATIS,ATIS,127.650
CYTH,CNTR,WINNIPEG CNTR,133.150
CYTH,INFO,INFO,123.000
CYTH,RCO,WINNIPEG RCO,123.150
CYTH,RDO,RDO,122.500
CYTN,A/D,MONCTON CNTR,135.300
CYTN,UNIC,ATF/UNICOM,122.800
CYTR,A/D,APP/DEP,128.400
CYTR,ATIS,ATIS,135.450
CYTR,CLD,CLNC DEL,124.350
CYTR,EMR,TIGER SAR OPS,23.210
CYTR,GND,GND,121.900
CYTR,OPS,WING OPS,122.350
CYTR,PMSV,PMSV METRO,34.460
CYTR,TWR,TWR,128.700
CYTS,A/G,MF,122.300
CYTS,ATIS,ATIS,124.950
CYTS,CNTR,TORONTO CNTR,128.300
CYTS,RCO,LONDON RDO,123.550
CYTS,RDO,RDO,122.300
CYTZ,ARR,TRML APP,133.400
CYTZ,ATF,ATF,118.200
CYTZ,ATIS,(1130-0400Z),133.600
CYTZ,AWOS,0400-1130Z,133.600
CYTZ,DEP,TRML DEP,133.400
CYTZ,GND,GND,121.700
CYTZ,TWR,TWR,118.200
CYUB,ATF,MANDATORY FREQ,122.100
CYUB,RDO,TUK RDO,122.100
CYUL,APRON,Montreal Apron,122.075
CYUL,ARR,Montreal Terminal Arrivals,118.900
CYUL,ARR,Montreal Terminal,126.900
CYUL,ATIS,French ATIS,127.500
CYUL,ATIS,English ATIS,133.700
CYUL,CLNC DEL,Montreal Clearance,125.600
CYUL,DEP,Montreal Terminal Departures,118.900
CYUL,GND,Montreal Ground,121.900
CYUL,RCO,Quebec Radio,123.550
CYUL,TWR,Montreal Tower,119.900
CYUL,VFR ADV,Montreal Terminal,134.150
CYUT,ATF,MANDATORY FREQ,122.100
CYUT,RDO,ARPT RDO,122.100
CYUX,APRT RDO,"Hall Beach, (V), 12-24Z",122.200
CYUX,AWOS,AWOS,128.700
CYUX,MF,"Hall Beach radio/traffic, 5nm below 3100,",122.200
CYUX,MIL,Miltary operations,228.900
CYUX,MIL,Military operations,256.600
CYUX,MIL,Military operations,263.200
CYUX,MIL,Military operations,364.200
CYUX,RCO,"Artic radio (FISE), (E)",126.700
CYUX,RCO,"Artic radio (FISE), (E)",364.200
CYUY,A/G,MF,122.200
CYUY,CNTR,MONTREAL CNTR,125.900
CYUY,RCO,QUEBEC RDO,126.700
CYUY,RDO,RDO,122.200
CYVB,ATF,MF/UNICOM,123.000
CYVB,RCO,QUEBEC RDO,123.550
CYVC,MF,"Barber Field traffic, 5nm below 4200ASL",122.200
CYVC,PAL,Winnipeg Control,126.400
CYVC,RADIO,"Barbar Field Radio, (V)",122.200
CYVC,RCO,Winnipeg Radio (FISE),123.550
CYVG,ATF,ATF,122.800
CYVK,ATF,ATF,122.800
CYVM,ATF,ATF,122.100
CYVM,AWOS,AWOS,122.550
CYVM,RDO,BROUGHTON RDO,122.100
CYVO,MF,Val-d'Or Radio,118.500
CYVO,PAL,Montreal Centre,125.900
CYVO,RADIO,Val-d'Or Radio/Traffic,118.500
CYVO,RCO,Quebec Radio,126.700
CYVP,A/G,MF,122.200
CYVP,CNTR,MONTREAL CNTR,135.100
CYVP,INFO,ARPT RDO,122.200
CYVP,RCO,QUEBEC RDO,123.550
CYVQ,A/D,EDMONTON CNTR,134.825
CYVQ,A/G,MF,122.200
CYVQ,FSS,NORMAN WELLS RDO,122.200
CYVR,APP,APP,128.600
CYVR,ATIS,ATIS,124.600
CYVR,CLD,CLNC DEL,121.400
CYVR,DEP,DEP,126.125
CYVR,GND,GND,121.700
CYVR,RCO,PACIFIC RDO,123.150
CYVR,TWR,TWR,118.700
CYVR,TWR,TWR,23.660
CYVT,A/G,MF REGINA RDO,122.300
CYVT,RCO,REGINA RDO,122.300
CYVV,A/G,MF,122.200
CYVV,CNTR,TORONTO CNTR,132.575
CYVV,RDO,LONDON RDO,126.700
CYWA,A/G,427 OPS,126.400
CYWA,INFO,RANGE CON,49.900
CYWA,PMSV,PMSV,29.740
CYWA,RDO,MF PETAWAWA ADVSY,126.400
CYWG,ARR,ARR,119.500
CYWG,ATIS,ATIS,120.200
CYWG,CLD,CLNC DEL,121.300
CYWG,DEP,DEP,119.900
CYWG,GND,GND,121.900
CYWG,MIL,Military operations,131.400
CYWG,MIL,Military operations,308.800
CYWG,PMSV,PMSV,34.460
CYWG,TWR,TWR,118.300
CYWG,TWR,Winnipeg tower - secondary (V),125.400
CYWG,VFR ADV,Winnipeg advisory,121.000
CYWK,A/D,MONTREAL CNTR,132.250
CYWK,A/G,MF,122.000
CYWK,RCO,QUEBEC RDO,126.700
CYWK,RDO,RDO,122.000
CYWL,MF,"Williams Lake Radio, 5nm below 6100ASL excluding area below 2800",122.300
CYWL,PAL,Vancouver Control,134.000
CYWL,PAL,Vancouver Control,381.400
CYWL,RADIO,"Williams Lake Radio, (V)",122.300
CYWL,RCO,Pacific Radio (FISE),123.275
CYWL,VDF,VHF Direction Finding,122.300
CYWM,ATF,ATF,123.200
CYWV,UNIC,ATF/UNICOM,122.800
CYWY,ATF,MANDATORY FREQ,122.100
CYWY,RDO,ARPT RDO,122.100
CYXC,A/G,MF,122.300
CYXC,CNTR,VANCOUVER CNTR,133.600
CYXC,RCO,PACIFIC RDO,126.700
CYXC,RDO,RDO,122.300
CYXE,A/D,APP/DEP,119.900
CYXE,A/G,MF SASKATOON RDO,118.300
CYXE,ATIS,ATIS,128.400
CYXE,CNTR,WINNIPEG CNTR,134.325
CYXE,GND,GND,121.900
CYXE,RCO,EDMONTON RDO,122.500
CYXE,TWR,TWR,118.300
CYXH,A/G,MF,122.200
CYXH,AWOS,AWOS,124.875
CYXH,RCO,EDMONTON RDO,126.700
CYXH,RDO,RDO,122.200
CYXJ,A/G,MF ST JOHN RDO,118.500
CYXJ,ATIS,ATIS,128.500
CYXJ,CNTR,EDMONTON CNTR,132.600
CYXJ,FSS,RDO,118.500
CYXJ,RCO,EDMONTON RDO,122.500
CYXK,RDO,MF MONT JOLI RDO,122.100
CYXL,A/D,MF,122.000
CYXL,ATIS,ATIS,124.750
CYXL,RCO,WINNIPEG RDO,126.000
CYXL,RDO,RDO,122.000
CYXP,ATF,MANDATORY FREQ,122.100
CYXP,RDO,RDO,122.100
CYXR,AWOS,,128.600
CYXR,MF,Earlton Traffic,122.000
CYXR,RDO,LONDON RDO,123.375
CYXS,ATIS,"Automatic Terminal Information Service , 14-07Z",128.725
CYXS,AWOS,"Automatic Weather Observation Station, 07-14Z",128.725
CYXS,GND,"Prince George Ground, 14-07Z",121.900
CYXS,MF,"Prince George Radio, 07-14Z, 5nm below 5500ASL",118.300
CYXS,PAL,Vancouver Control,133.800
CYXS,RCO,"Williams Lake Radio, 07-14Z",118.300
CYXS,RCO,Pacific Radio (FISE),122.100
CYXS,RCO,Prince George Radio (FISE),126.700
CYXS,TWR,"Prince George Tower, 14-07Z, (V)",118.300
CYXT,A/G,MANDATORY FREQ RDO,122.000
CYXT,CNTR,VANCOUVER CNTR,128.400
CYXT,RCO,PACIFIC RDO,126.700
CYXT,RDO,RDO,122.000
CYXU,A/G,MF,119.400
CYXU,ATIS,ATIS,127.800
CYXU,CNTR,TORONTO CNTR,135.300
CYXU,GND,GND,121.900
CYXU,RDO,RDO,122.500
CYXU,TWR,TWR,119.400
CYXX,A/D,VICTORIA TRML,132.700
CYXX,A/G,MF,119.400
CYXX,ATIS,ATIS,119.800
CYXX,GND,GND,121.800
CYXX,RDO,PACIFIC RDO,122.500
CYXX,TWR,TWR,119.400
CYXY,ATIS,Automatic Terminal Information System,125.250
CYXY,GND,"Whitehorse Ground, 15-05Z",121.900
CYXY,MF,"Whitehorse Radio, 05-15Z, 5nm below 5400ASL",118.300
CYXY,PAL,Edmonton Control,132.100
CYXY,RCO,"Whitehorse Radio (FISE), (E)",123.275
CYXY,TWR,"Whitehorse Tower, (E), 15-05Z",118.300
CYXY,TWR,"Whitehorse Tower, (E), 15-05Z",236.600
CYXY,VDF,VHF Direction Findinf,118.300
CYXZ,CNTR,TORONTO CNTR,124.075
CYXZ,RCO,LONDON RDO,126.700
CYXZ,UNIC,ATF/UNICOM,122.800
CYYB,A/G,MF,118.300
CYYB,ATIS,ATIS,124.900
CYYB,CNTR,TORONTO CNTR,121.225
CYYB,PMSV,PMSV METRO,34.460
CYYB,RDO,RDO,118.300
CYYC,ARR,Calgary Arrivals (W),123.850
CYYC,ARR,Calgary Arrivals (E),125.900
CYYC,ARR,Calgary Arrivals,126.525
CYYC,ATIS,Automatic Terminal Information System,128.225
CYYC,CLD,Calgary Clearance,120.825
CYYC,DEP,Calgary Departures,119.800
CYYC,GND,South Ground,121.900
CYYC,GND,North Ground,125.350
CYYC,PAL,Edmonton Centre,124.525
CYYC,PAL,Edmonton Centre,133.300
CYYC,RCO,Edmonton Radio (FISE),123.375
CYYC,RMP,"Apron I, 12-07Z",121.300
CYYC,RMP,"Apron II, 12-08Z",129.700
CYYC,TWR,"Calgary Tower, (W)",118.400
CYYC,TWR,"Calgary Tower, (E)",118.875
CYYC,TWR,"Calgary Tower, (E)",236.600
CYYC,VFR ADV,VFR Advisories,119.400
CYYD,A/G,MANDATORY FREQ RDO,122.300
CYYD,FSS,RDO,122.300
CYYD,RCO,PACIFIC RDO,126.700
CYYE,ATIS,,125.650
CYYE,MF,"Nelson Radio, 5nm below 4300ASL",122.500
CYYE,PAL,Edmonton Centre,132.870
CYYE,PAL,Edmonton Centre,134.850
CYYE,PAL,Edmonton Centre,290.600
CYYE,RADIO,"Nelson Radio, (E)",122.500
CYYE,RCO,"Edmonton Radio, (E)",123.550
CYYE,VDF,,122.500
CYYF,A/D,VANCOUVER APP/DEP,133.500
CYYF,A/G,MF,118.500
CYYF,RCO,PACIFIC RDO,122.500
CYYF,RDO,RDO,118.500
CYYG,A/G,MF,118.000
CYYG,CNTR,MONCTON CNTR,135.650
CYYG,RDO,RDO,118.000
CYYH,ATF,MANDATORY FREQ,122.100
CYYH,RDO,ARPT RDO,122.100
CYYJ,ARR,Victoria Arrivals,125.950
CYYJ,ATIS,ATIS,118.800
CYYJ,CLD,CLNC DEL,126.400
CYYJ,DEP,Victoria Departures,133.850
CYYJ,GND,GND,121.900
CYYJ,MF,"Kamloops Radio, 08-14Z, 7nm below 2500ASL",119.700
CYYJ,MIL,"Stinger ops, 443 Squadron",349.300
CYYJ,PVT ADV,Shell,122.850
CYYJ,PVT ADV,ESSO,122.950
CYYJ,RCO,"Kamloops Radio (RAAS), 08-14Z",119.700
CYYJ,RCO,Pacific Radio (FISE),122.375
CYYJ,TML,Victoria Terminal,127.800
CYYJ,TWR,Victoria Tower (outer unless closed by ATIS),119.100
CYYJ,TWR,Victoria Tower (inner),119.700
CYYL,A/G,MF WINNIPEG RDO,122.300
CYYL,CNTR,WINNIPEG CNTR,135.050
CYYL,RCO,WINNIPEG RDO,123.475
CYYN,A/G,MF,122.300
CYYN,AWOS,AWOS,124.700
CYYN,CNTR,WINNIPEG CNTR,132.800
CYYN,RCO,EDMONTON RDO,123.275
CYYO,ATF,ATF,123.200
CYYQ,A/G,MF CHURCHILL RDO,122.200
CYYQ,CNTR,WINNIPEG CNTR,134.600
CYYQ,FSS,RDO,122.200
CYYQ,INFO,INTL AIR,126.900
CYYQ,RCO,ARCTIC RDO,126.700
CYYR,ATIS,ATIS,128.100
CYYR,CLD,CLNC DEL,118.100
CYYR,CNTR,GANDER CNTR,120.400
CYYR,FBO,Wooward Aviation (Esso),122.900
CYYR,GND,GND,121.900
CYYR,MIL,Ranger Base,129.300
CYYR,OPS,WING OPS,129.850
CYYR,PAL,Gander Centre,120.400
CYYR,PMSV,PMSV,344.600
CYYR,RCO,Halifax Radio (FISE),123.475
CYYR,RDR,PAR,119.900
CYYR,TML,Goose Bay Terminal,119.500
CYYR,TWR,TWR,119.100
CYYT,ATIS,ATIS,128.000
CYYT,CNTR,GANDER CNTR,133.150
CYYT,FBO,Shell,123.000
CYYT,GND,GND,121.900
CYYT,RCO,HALIFAX RDO,123.275
CYYT,TWR,TWR,120.600
CYYU,DEP,London Radio (RCO),123.275
CYYU,TFC,Traffic,122.200
CYYW,ATF,ATF,122.800
CYYY,CNTR,MONTREAL CNTR,134.650
CYYY,FSS,RDO,122.100
CYYY,RCO,QUEBEC RDO,123.250
CYYY,RDO,MF,122.100
CYYZ,APRON,SOUTH APRON,122.070
CYYZ,APRON,NORTH APRON,122.270
CYYZ,ARR,APP,124.475
CYYZ,ATIS,ATIS,112.150
CYYZ,CLD,CLNC DEL,121.300
CYYZ,DEP,TORONTO DEPARTURE,127.575
CYYZ,DEP,TORONTO DEPARTURE,128.800
CYYZ,GND,,119.100
CYYZ,GND,,121.650
CYYZ,GND,GND,121.900
CYYZ,PAD,PAD CONTROL,131.170
CYYZ,RCO,LONDON RDO,123.275
CYYZ,RMP,APN ADVSY,122.075
CYYZ,TWR,TWR,118.350
CYYZ,TWR,,118.700
CYYZ,VFR ADV,Toronto Center,119.300
CYZD,A/D,TORONTO TRML,133.400
CYZD,A/G,MF/UNICOM,126.200
CYZE,AWOS,AWOS,128.725
CYZE,RCO,LONDON RDO,126.700
CYZE,UNIC,ATF/UNICOM,122.800
CYZF,A/G,MF,118.500
CYZF,ATIS,ATIS,128.400
CYZF,CNTR,EDMONTON CNTR,135.800
CYZF,FSS,RDO,122.500
CYZF,GND,GND,121.900
CYZF,TWR,TWR,118.500
CYZH,ATF,ATF,123.200
CYZH,CNTR,EDMONTON CNTR,127.825
CYZH,RCO,EDMONTON RDO,122.100
CYZP,A/G,TERRACE RDO,122.300
CYZP,AWOS,AWOS,122.550
CYZP,CNTR,VANCOUVER CNTR,133.400
CYZP,RCO,PACIFIC RDO,126.700
CYZR,ATF,ATF,123.000
CYZR,AWOS,AWOS,118.375
CYZR,CNTR,TORONTO CNTR,134.375
CYZR,RDO,LONDON RDO,126.700
CYZS,ATF,MANDATORY FREQ,122.100
CYZS,INFO,EDMONTON CENTRE,133.700
CYZS,RDO,ARPT RDO,122.100
CYZT,A/G,MF  HARDY RDO,122.200
CYZT,CNTR,VANCOUVER CNTR,132.200
CYZT,RCO,PACIFIC RDO,126.700
CYZT,RDO,RDO,122.200
CYZU,A/G,MF WHITECOURT RDO,122.300
CYZU,CNTR,EDMONTON CNTR,132.050
CYZU,FSS,RDO,122.300
CYZU,RCO,EDMONTON RDO,126.700
CYZV,ATIS,ATIS,124.800
CYZV,CNTR,MONTREAL CNTR,135.550
CYZV,FSS,RDO,118.100
CYZV,RCO,QUEBEC RDO,123.150
CYZV,RDO,MF,118.100
CYZW,ATF,MANDATORY FREQ,122.100
CYZW,RDO,ARPT RDO,122.100
CYZX,A/D,APP/DEP,120.600
CYZX,ATIS,ATIS,128.850
CYZX,CLD,CLNC DEL,128.025
CYZX,GND,GND,133.750
CYZX,INFO,WING OPS,30.860
CYZX,OPS,TUSKER OPS,129.775
CYZX,PMSV,PMSV METRO,34.460
CYZX,TWR,TWR,119.500
CYZY,RCO,PACIFIC RDO,126.700
CZAM,UNIC,ATF/UNICOM,122.900
CZBA,DEP,TORONTO CNTR,119.300
CZBA,UNIC,ATF/UNICOM,123.500
CZBB,A/D,VANCOUVER ARR/DEP,132.300
CZBB,ATIS,ATIS,125.500
CZBB,GND,GND,124.300
CZBB,MF,"Bay Traffic, below 2000ASL 07-15Z",118.100
CZBB,TML,"Vancouver Terminal, above 2000ASL",125.200
CZBB,TWR,"Bay Tower (Inner), to 2000ASL, 15-07z",118.100
CZBB,TWR,"Bay Tower (Outer), to 2000ASL 15-07Z",127.600
CZBB,Unicom,Bay Fuel (0700-1930 Local),122.950
CZBF,RCO,QUEBEC RDO,123.450
CZBF,UNIC,ATF/UNICOM,122.800
CZBM,A/D,MONTREAL CNTR,132.550
CZBM,A/G,MF,122.150
CZBM,UNIC,ATF/UNICOM,122.150
CZFA,ATF,MANDATORY FREQ,122.100
CZFA,RCO,WHITEHORSE RDO,126.700
CZFA,RDO,ARPT RDO,122.100
CZFM,ATF,MANDATORY FREQ,122.100
CZFM,RDO,ARPT RDO,122.100
CZFN,MF,,122.100
CZGF,ATF,ATF,123.200
CZGF,AWOS,AWOS,122.970
CZGF,RCO,PACIFIC RDO,126.700
CZHP,ATF,ATF,122.800
CZJN,ATF,ATF,122.800
CZJN,RCO,WINNIPEG RDO,123.450
CZML,A/D,VANCOUVER CNTR,134.000
CZML,ATF,ATF,123.200
CZMT,UNIC,ATF/UNICOM,122.700
CZNL,ATF,ATF,123.200
CZNL,RCO,PACIFIC RDO,126.700
CZPC,A/D,EDMONTON CNTR,132.750
CZPC,ATF,ATF,123.200
CZPC,RDO,EDMONTON RDO,126.700
CZST,ATF,ATF,123.200
CZUC,ATF,ATF,122.800
CZUM,ATF,ATF,123.500
CZUM,AWOS,AWOS,122.550
CZUM,CNTR,GANDER CNTR,126.025
CZUM,RCO,HALIFAX RDO,123.250
CZVL,ATF,ATF,120.000
CZVL,GND,GND,120.800
CZVL,TWR,TWR,120.000
DAAD,TWR,TWR,118.100
DAAE,TWR,BEJAIA TWR,118.900
DAAG,APP,ALGIERS APP,121.400
DAAG,CCR,ALGIERS CCR,127.300
DAAG,GND,ALGIERS GND,121.800
DAAG,TWR,ALGIERS TWR,118.700
DAAJ,RDO,DJANET RDO,889.400
DAAJ,TWR,DJANET TWR,118.100
DAAP,TWR,TWR,118.700
DAAT,RDO,RDO,119.700
DAAT,TWR,TWR,118.100
DAAV,TWR,TWR,119.700
DABB,APP,APP,119.000
DABB,TWR,TWR,118.700
DABC,APP,CONSTANTINE APP,120.100
DABC,TWR,CONSTANTINE TWR,118.300
DABS,TWR,TEBESSA TWR,118.100
DABT,TWR,TWR,118.100
DALH,CTAF,CTAF,126.700
DAOB,TWR,TIARET TWR,118.100
DAOI,TWR,TWR,119.000
DAOL,CTAF,,118.300
DAON,TWR,TLEMCEN TWR,119.700
DAOO,APP,ORAN APP,128.200
DAOO,TWR,ORAN TWR,118.100
DAOV,TWR,TWR,119.700
DAUA,RDO,ADRAR RDO,889.400
DAUA,TWR,ADRAR TWR,119.700
DAUE,RDO,RDO,889.400
DAUE,TWR,TWR,119.700
DAUG,RDO,GHARDAIA RDO,889.400
DAUG,TWR,GHARDAIA TWR,118.900
DAUH,APP,HASSI MESSAOUD APP,120.000
DAUH,RDO,HASSI MESSAOUD RDO,889.400
DAUH,TWR,HASSI MESSAOUD TWR,118.100
DAUI,RDO,RDO,889.400
DAUI,TWR,TWR,118.100
DAUK,RDO,TOUGGOURT RDO,889.400
DAUK,TWR,TOUGGOURT TWR,119.700
DAUO,RDO,EL OUED RDO,889.400
DAUO,TWR,EL OUED TWR,119.700
DAUT,RDO,RDO,889.400
DAUT,TWR,TWR,119.700
DAUZ,RDO,RDO,889.400
DAUZ,TWR,TWR,119.700
DBBB,A/G,A/G VOICE RDO,658.600
DBBB,APP,APP,125.900
DBBB,TWR,,118.700
DBBB,TWR,TWR,125.900
DFFD,A/G,AG VOICE OUAGA RDO,120.300
DFFD,APP,OUAGA APP,118.100
DFFD,TWR,OUAGA TWR,118.100
DFOO,A/G,AG VOICE RDO,667.300
DFOO,TWR,TWR,119.700
DGAA,APP,ACCRA APP,119.500
DGAA,GND,ACCRA GND,121.900
DGAA,TWR,ACCRA TWR,119.100
DGAH,TWR,,118.400
DGLE,A/G,AIR GND,658.600
DGLE,APP,APP,120.400
DGLE,ATIS,,118.100
DGLE,TWR,TWR,119.100
DGSI,A/G,A/G VOICE RDO,658.600
DGSI,TWR,TWR,118.100
DGSN,A/G,AIR GND,658.600
DGSN,TWR,TWR,118.700
DGTK,A/G,A/G VOICE RDO,658.600
DGTK,TWR,TWR,118.100
DIAP,A/G,RDO,568.000
DIAP,ACC,CON,121.100
DIAP,AFIS,INFO,129.100
DIAP,ATIS,ATIS,126.600
DIAP,MISC,VHF/DF,118.100
DIAP,TWR,TWR,118.100
DIBK,A/G,A/G VOICE RDO,667.300
DIBK,APP,APP,121.700
DIBK,GND,GND,121.700
DIBK,TWR,TWR,118.900
DIDL,AFIS,,118.700
DIDL,INFO,INFO,118.200
DIKO,A/G,A/G,667.300
DIKO,AFIS,AFIS,118.600
DIMN,A/G,A/G,667.300
DIMN,AFIS,AFIS,118.400
DIOD,TOWER,ODIENNÉ INFORMATION,118.800
DISP,A/G,RDO,667.300
DISP,TWR,TWR,118.600
DIYO,A/G,A/G VOICE RDO,667.300
DIYO,TWR,TWR,118.500
DNAA,APP,APP,127.900
DNAA,ATIS,ATIS,127.050
DNAA,GND,,121.900
DNAA,TWR,TWR,118.600
DNAK,TWR,TWR,118.200
DNAS,SAB - VOR,,112.600
DNAS,TWR,,118.500
DNBC,TWR,,124.500
DNBE,TWR,TWR,122.500
DNCA,TWR,TWR,124.500
DNDS,TWR,,120.500
DNEN,ENG VOR,Enugu VOR,115.700
DNEN,ILS - IEN,Enugu ILS freq. IEN,108.300
DNEN,TWR,TWR,123.300
DNIB,TWR,TWR,122.600
DNIL,APP,APP,121.200
DNIL,TWR,TWR,121.200
DNIM,TWR,OWERRI TWR,118.400
DNJO,TWR,JOS TWR,122.700
DNKA,APP,APP,122.300
DNKN,APP,KANO APP,124.100
DNKN,ATIS,ATIS,123.600
DNKN,TWR,KANO TWR,118.100
DNMA,TWR,TWR,123.100
DNMK,TWR,,125.500
DNMM,AFIS,LAGOS WEST,120.900
DNMM,AFIS,LAGOS EAST,127.300
DNMM,APP,APP,124.300
DNMM,ATIS,,123.800
DNMM,TOWER,,118.100
DNMN,TWR,TWR,118.300
DNPO,APP,APP,124.900
DNPO,ATIS,ATIS,123.800
DNPO,TWR,TWR,119.200
DNSO,TWR,SOKOTO TWR,122.100
DNSU,TWR,,129.100
DNYO,TWR,TWR,122.500
DNZA,TWR,TWR,123.300
DRRM,AFIS,AFIS,118.100
DRRN,ACC,NIAMEY CON,131.300
DRRN,INFO,NIAMEY INFO,565.200
DRRN,TWR,NIAMEY TWR,119.700
DRRT,AFIS,AFIS,118.100
DRZA,TWR,AGADES TWR,118.100
DRZR,TWR,TWR,118.300
DTKA,APP,APP,119.250
DTKA,TWR,TWR,119.250
DTMB,APP,BOURGUIBA APP,119.300
DTMB,ATIS,MONASTIR ATIS,113.100
DTMB,TWR,BOURGUIBA TWR,118.300
DTNH,ATIS,,136.300
DTNH,Tower,,118.550
DTTA,APP,TUNIS APP,121.200
DTTA,ATIS,TUNIS ATIS,118.675
DTTA,CTAF,,118.500
DTTA,GND,TUNIS GND,121.900
DTTA,TWR,TUNIS TWR,118.100
DTTF,APP,APP,122.100
DTTF,TWR,TWR,122.100
DTTG,APP/DEP,APP/DEP,129.150
DTTG,TWR,TWR,119.150
DTTI,TWR,TWR,123.000
DTTJ,APP,DJERBA APP,120.300
DTTJ,TWR,DJERBA TWR,118.150
DTTX,APP,SFAX APP,123.700
DTTX,TWR,SFAX TWR,120.150
DTTZ,APP,TOZEUR APP,120.700
DTTZ,TWR,TOZEUR TWR,118.200
DXNG,A/G,A/G VOICE RDO,122.600
DXNG,AFIS,AFIS,658.600
DXNG,TWR,TWR,118.300
DXXX,A/G,A/G VOICE RDO,123.600
DXXX,TWR,TWR,120.700
EBAR,Info,,123.425
EBAV,Info,Avernas Radio,129.975
EBAW,APP,BRUSSELS APP,118.255
EBAW,ATIS,,124.205
EBAW,GND,ANTWERPEN GND,121.905
EBAW,TWR,ANTWERPEN TWR,135.205
EBBE,APP,Combined MIL Approach,122.500
EBBE,APP,APP,122.825
EBBE,GCA,GCA,123.300
EBBE,GND,GND,122.100
EBBE,TWR,TWR,122.100
EBBL,APP,,134.480
EBBL,GND,TAXI,122.100
EBBL,TWR,,134.105
EBBR,APP,APP,118.255
EBBR,ATIS,ATIS DEP,121.755
EBBR,ATIS,ATIS ARR,132.475
