ident,type,name,municipality,iso_country,iso_region,iata_code,elevation_ft,lat,lon
AYOB,small_airport,Obo Airport,Obo,PG,PG-WPD,OBX,29,-7.5906,141.3243
AYOD,small_airport,Obura Airstrip,Obura,PG,PG-EHG,,5600,-6.5507,145.9728
AYOE,small_airport,Konge Airport,Konge,PG,PG-MPL,KGB,5900,-6.2239,147.2152
AYOF,small_airport,Okao Airport,Okao,PG,PG-WPD,OKV,450,-5.5567,141.0328
AYOG,small_airport,Ogeranang Airport,,PG,PG-MPL,OGE,5850,-6.4668,147.3642
AYOH,small_airport,Okisai Airstrip,Okisai,PG,PG-SAN,,310,-4.7065,141.9006
AYOJ,small_airport,Oksapmin Airport,Oksapmin,PG,PG-SAN,OKP,5140,-5.2261,142.2259
AYOK,small_airport,Komako Airport,Komako,PG,PG-GPK,HOC,3960,-7.3984,145.8827
AYOL,small_airport,Kol Airport,Kol,PG,PG-JWK,KQL,5350,-5.7312,144.8460
AYOM,small_airport,Omora Airport,Omora,PG,PG-MPL,OSE,2540,-7.8278,147.0806
AYOO,small_airport,Komo-Manda Airport,Komo,PG,PG-HLA,KOM,5057,-6.0682,142.8598
AYOP,small_airport,Kosipe Airport,Kosipe Mission,PG,PG-CPM,KSP,6350,-8.4507,147.2092
AYOQ,small_airport,Komaio Airport,Komaio,PG,PG-GPK,KCJ,28,-7.2714,143.5952
AYOS,small_airport,Kosimbi Airstrip,Kosimbi Mission,PG,PG-ESW,,149,-3.9522,143.1767
AYOU,small_airport,Kombaku Airstrip,Kombaku,PG,PG-MPM,,5400,-5.3817,144.6355
AYOV,small_airport,Olsobip Airport,Olsobip,PG,PG-WPD,OLQ,1500,-5.3897,141.5153
AYOW,small_airport,Koroba Airport,Koroba,PG,PG-HLA,KDE,5638,-5.6952,142.7441
AYOX,small_airport,Moi Airstrip,Moi,PG,PG-SAN,,240,-4.1615,141.2478
AYOY,small_airport,Open Bay Airport,Maitanakunai,PG,PG-EBR,OPB,33,-4.7947,151.6962
AYOZ,small_airport,Kora Airstrip,Kora,PG,PG-EHG,,5745,-6.4304,145.0931
AYPA,small_airport,Somokopa Airstrip,Somokopa,PG,PG-WPD,,489,-7.0838,142.5140
AYPB,small_airport,Paiela Airport,Paiela,PG,PG-EPW,PLE,6100,-5.3724,142.9758
AYPC,small_airport,Pangoa Airport,Pangoa,PG,PG-WPD,PGB,60,-7.0226,141.5605
AYPD,small_airport,Pindiu Airport,Pindiu,PG,PG-MPL,PDI,2995,-6.4451,147.5158
AYPE,small_airport,April River Airport,April River,PG,PG-ESW,APR,220,-4.6767,142.5401
AYPG,small_airport,Pangia Airport,Pangia,PG,PG-SHM,PGN,5340,-6.3860,144.1084
AYPI,small_airport,Kapi Airstrip,Kapi,PG,PG-CPK,,3408,-6.3710,144.6839
AYPJ,small_airport,Pimaga Airport,Pimaga,PG,PG-SHM,PMP,2745,-6.4992,143.5103
AYPO,small_airport,Mapoda Airport,Mapoda,PG,PG-WPD,MPF,45,-7.9790,143.1694
AYPQ,small_airport,Pumani Airport,Pumani,PG,PG-MBA,PMN,427,-9.7469,149.4766
AYPS,small_airport,Maposi Airstrip,Maposi,PG,PG-ESW,,104,-4.5460,142.2211
AYPU,small_airport,Walluanda Airport,Puri,PG,PG-SHM,WLU,6050,-6.4752,143.9872
AYPW,small_airport,Panakawa Airport,,PG,PG-WPD,,42,-7.6721,143.1247
AYPY,large_airport,Port Moresby Jacksons International Airport,Port Moresby,PG,PG-NCD,POM,146,-9.4434,147.2200
AYQA,small_airport,Karawari Airstrip,Amboin,PG,PG-ESW,KRJ,70,-4.5967,143.5225
AYQB,small_airport,Simbari Airstrip,Simbari,PG,PG-EHG,,3560,-6.9623,145.6448
AYQL,small_airport,Tumolbil Airport,Tumolbil,PG,PG-SAN,TLP,3590,-4.7748,141.0133
AYQM,small_airport,Simogu Airstrip,Simogu,PG,PG-EHG,,4990,-6.8008,145.7134
AYQO,small_airport,Sopu Airport,Sopu,PG,PG-CPM,SPH,6580,-8.3038,147.1659
AYQQ,small_airport,Ononge Airport,Onange Mission,PG,PG-CPM,ONB,5800,-8.6744,147.2624
AYQR,small_airport,Sorimi Airstrip,Sorimi,PG,PG-ESW,,450,-4.3239,141.3756
AYQS,small_airport,Sialum Airport,Sialum,PG,PG-MPL,SXA,170,-6.0908,147.5955
AYQU,small_airport,Tsumba Airstrip,Tsumba Mission,PG,PG-MPM,,89,-4.6581,144.6082
AYQV,small_airport,Sinow Airstrip,Sinow,PG,PG-SAN,,183,-3.9925,141.5537
AYQW,small_airport,Sumwari Airstrip,Sumwari,PG,PG-ESW,,465,-4.7508,142.3686
AYRA,small_airport,Kira Airport,Kira,PG,PG-NPP,KIQ,1700,-8.0651,147.3320
AYRD,small_airport,Rano Airstrip,Maingi,PG,PG-EBR,,28,-5.9594,151.1717
AYRE,small_airport,Raba Raba Airport,Rabaraba,PG,PG-MBA,RBP,170,-9.9711,149.8322
AYRG,small_airport,Rumginae Airport,,PG,PG-WPD,RMN,160,-5.8972,141.2717
AYRI,small_airport,Karimui Airport,Karimui,PG,PG-CPK,KMR,3640,-6.4921,144.8230
AYRJ,small_airport,Mariama,Mariama,PG,PG-ESW,,,-4.6124,143.2470
AYRK,small_airport,Kairuku Airport,Yule Island,PG,PG-CPM,RKU,45,-8.8170,146.5244
AYRL,small_airport,Maralina Airstrip,Maralina,PG,PG-MPL,,431,-6.9015,146.3698
AYRM,small_airport,Maramuni Airport,Maramuni,PG,PG-EPW,MWI,5160,-5.1300,143.4829
AYRN,small_airport,Norambi Airstrip.,Norambi,PG,PG-EHG,,5100,-6.9125,145.6731
AYRO,small_airport,Kakoro(Koroko) Airstrip,Kakoro,PG,PG-GPK,KOR,230,-7.8347,146.5335
AYRR,small_airport,Tiri Airstrip,Tiri,PG,PG-SHM,,4545,-6.6815,144.1842
AYRT,small_airport,Kirinbit Airstrip,Kirinbit,PG,PG-ESW,,60,-4.2839,143.1512
AYRV,small_airport,May River Airstrip,May River,PG,PG-ESW,MRH,107,-4.3615,141.7850
AYRX,heliport,Mount Boregoro Helicopter Landing  Site,Mount Boregoro,PG,PG-CPM,,898,-9.8944,148.1069
AYSA,small_airport,Suabi Airport,,PG,PG-WPD,SBE,465,-6.1044,142.2783
AYSB,small_airport,Sirebi Airstrip,Sirebi,PG,PG-GPK,,115,-7.2196,144.2352
AYSD,small_airport,Saidor Airport,Saidor,PG,PG-MPM,SDI,83,-5.6271,146.4628
AYSE,small_airport,Simberi Airport,Simberi Island,PG,PG-NIK,NIS,10,-2.6622,151.9978
AYSF,small_airport,Safia Airport,Safia,PG,PG-NPP,SFU,430,-9.5931,148.6361
AYSG,small_airport,Sila Airport,Sila Mission,PG,PG-NPP,SIL,2230,-9.0736,148.3893
AYSH,small_airport,Sabah Airport,Sabah,PG,PG-NSB,SBV,10,-5.5765,155.0489
AYSI,small_airport,Seltamin Airstrip,Seltamin,PG,PG-WPD,,4285,-5.4122,141.8252
AYSJ,small_airport,Simbai Airport,Simbai,PG,PG-MPM,SIM,5804,-5.2786,144.5447
AYSK,small_airport,Sengapi Airstrip,Sengapi,PG,PG-MPM,SGK,6242,-5.1258,144.3236
AYSL,small_airport,Sehulea Airport,Sehulea,PG,PG-MBA,SXH,30,-9.9645,151.1619
AYSM,small_airport,Samberigi Airstrip,Samberigi Mission,PG,PG-SHM,,3830,-6.7193,143.9338
AYSO,small_airport,Selbang Airport,Selbang,PG,PG-WPD,SBC,5130,-5.3150,141.7520
AYSP,small_airport,Sapmanga Airport,Sapmanga,PG,PG-MPL,SMH,2912,-6.0753,146.8111
AYSQ,small_airport,Sepik Plains Airport,Sepik Plains,PG,PG-ESW,SPV,230,-3.8821,143.6734
AYSR,small_airport,Sangera Airstrip,Sangera,PG,PG-ESW,,127,-3.9678,143.2763
AYSS,small_airport,Sasereme Airport,Sasereme,PG,PG-WPD,TDS,121,-7.6217,142.8680
AYST,small_airport,Sturt Island Airport,,PG,PG-WPD,,40,-8.1525,142.2684
AYSU,small_airport,Suki Airport,Suki,PG,PG-WPD,SKC,24,-8.0466,141.7222
AYSV,small_airport,Sauren Airport,Sauren,PG,PG-WBK,SXW,46,-5.9701,148.8543
AYSW,small_airport,Satwag Airport,Satwag,PG,PG-MPL,SWG,4185,-6.1396,147.2792
AYSX,small_airport,Masa Airport,Masa,PG,PG-MPL,MBV,5900,-6.3450,147.5910
AYSY,small_airport,Serra Airstrip,Serai,PG,PG-SAN,,37,-2.9739,141.9297
AYSZ,small_airport,Samanzing Airstrip,Samanzing,PG,PG-MPL,,6042,-6.4513,147.0673
AYTA,small_airport,Tari Airport,Tari,PG,PG-HLA,TIZ,5500,-5.8450,142.9480
AYTB,small_airport,Tabubil Airport,Tabubil,PG,PG-WPD,TBG,1570,-5.2805,141.2276
AYTC,small_airport,Tapila Airstrip,Mutam,PG,PG-WPD,,48,-8.4188,142.9043
AYTD,small_airport,Teredau Airport,Tetehui,PG,PG-GPK,,100,-7.3205,144.6384
AYTE,small_airport,Telefomin Airport,Telefomin,PG,PG-SAN,TFM,4950,-5.1261,141.6419
AYTF,small_airport,Tetebedi Airport,Tetebedi,PG,PG-NPP,TDB,3365,-9.1586,148.0686
AYTG,small_airport,Tagula Airport,Sudest Island,PG,PG-MBA,TGL,59,-11.3311,153.2029
AYTH,small_airport,Tifalmin Airport,Tifalmin,PG,PG-SAN,TFB,4735,-5.1172,141.4181
AYTI,small_airport,Tapini Airport,Tapini,PG,PG-CPM,TPI,3100,-8.3567,146.9892
AYTK,medium_airport,Tokua Airport,Kokopo,PG,PG-EBR,RAB,49,-4.3405,152.3800
AYTL,small_airport,Talbakul Airstrip,Talbakul,PG,PG-CPK,,3500,-6.3708,144.7167
AYTM,small_airport,Tamo Airstrip,Tamo,PG,PG-ESW,,140,-4.7246,144.1529
AYTN,small_airport,Tekin Airport,Tekin,PG,PG-SAN,TKW,5785,-5.2437,142.1652
AYTO,small_airport,Kamberatoro Airport,Kamberatoro Mission,PG,PG-SAN,KDQ,1350,-3.6006,141.0517
AYTP,small_airport,Tep Tep Airport,Teptep,PG,PG-MPM,TEP,7011,-5.9553,146.5595
AYTQ,small_airport,Tapen Airstrip,Tapen,PG,PG-MPM,,5066,-5.8559,146.6384
AYTR,small_airport,Tarabo Airport,Tarabo,PG,PG-EHG,TBQ,6100,-6.4667,145.5322
AYTS,small_airport,Tsewi Airport,Tsewi,PG,PG-MPL,TSW,4185,-7.0695,146.1272
AYTT,small_airport,Tarakbits Airport,Tarakbits,PG,PG-WPD,TRJ,281,-5.6140,141.0421
AYTU,small_airport,Tufi Airport,Tufi,PG,PG-NPP,TFI,85,-9.0760,149.3198
AYTV,small_airport,Timbunke Airport,Timbunke,PG,PG-ESW,TBE,24,-4.1966,143.5192
AYTW,small_airport,Tawa Airport,Tawa,PG,PG-MPL,TWY,5020,-7.4463,146.1067
AYTX,small_airport,Matak Airstrip,Matak,PG,PG-MPL,,4164,-6.1745,146.3923
AYTY,small_airport,Terapo Airport,Terapo Mission,PG,PG-GPK,TEO,15,-8.1697,146.1944
AYTZ,small_airport,Tekadu Airport,Tekadu,PG,PG-MPL,TKB,1310,-7.6808,146.5503
AYUA,small_airport,Utai Airstrip,Utai,PG,PG-SAN,,707,-3.3860,141.5868
AYUC,small_airport,Umba Airport,Umba,PG,PG-MPL,UMC,5950,-7.0214,145.9660
AYUD,heliport,Kais-Udave Helicopter landing site,,PG,PG-CPM,,3300,-8.7819,147.2785
AYUE,small_airport,Uroubi Airport,Uroubi,PG,PG-NPP,URU,481,-9.5162,148.5591
AYUG,small_airport,Brugam Airstrip,Wa'ahun,PG,PG-ESW,,595,-3.6381,142.8379
AYUI,small_airport,Buin Airport,Buin,PG,PG-NSB,UBI,230,-6.7292,155.6833
AYUJ,small_airport,Mukvi Airstrip,Mukvi,PG,PG-WPD,,30,-8.2566,141.7651
AYUK,small_airport,Mukili Airstrip,Mukili,PG,PG-SAN,,1200,-3.6856,142.3645
AYUL,small_airport,Musula Airstrip,Musula,PG,PG-WPD,,740,-6.8385,142.8983
AYUM,small_airport,Aumo Airport,Aumo,PG,PG-WBK,AUV,450,-5.7311,148.4453
AYUN,small_airport,Bunam Airstrip,Bunam,PG,PG-ESW,,48,-4.6564,144.2517
AYUO,small_airport,Omaura Airstrip,Omaura,PG,PG-EHG,,4860,-6.3679,145.9902
AYUP,small_airport,Gulgubip Airport,Gulgubip,PG,PG-WPD,GLP,4900,-5.2808,141.5411
AYUQ,small_airport,Kumbwareta Airstrip,Kumbwareta,PG,PG-WHM,,4067,-5.5078,144.1171
AYUR,small_airport,Upiara Airport,Upiara,PG,PG-WPD,UPR,52,-8.5411,142.6503
AYUS,small_airport,Suame Airstrip,Suame,PG,PG-WPD,,71,-8.3684,142.5862
AYUT,small_airport,Bunguwat Airstrip,Bunguwat,PG,PG-MPL,,5740,-6.0050,146.7205
AYUV,small_airport,Tuvau Airstrip,Tuvau,PG,PG-EHG,,5300,-6.6025,145.8372
AYUX,small_airport,Usarumpia Airstrip,Usarumpia,PG,PG-EHG,,5820,-6.9858,145.8102
AYUY,small_airport,Kuyol Airport,,PG,PG-WPD,KUX,3290,-5.3724,141.6239
AYUZ,small_airport,Uvol Airport,Uvol,PG,PG-EBR,UVO,15,-6.0178,150.9557
AYVA,small_airport,Vailala Airstrip,Hepa,PG,PG-GPK,,85,-7.7677,145.4857
AYVB,small_airport,Tobou Airstrip,Tobou,PG,PG-MPL,,4732,-6.4026,147.4223
AYVK,small_airport,Wokien Airstrip,Abrau,PG,PG-SAN,,500,-3.7730,141.9791
AYVL,small_airport,Talasea Airport,Talasea,PG,PG-WBK,TLW,44,-5.2726,150.0089
AYVM,small_airport,Torembi Airport,Torembi,PG,PG-ESW,TCJ,90,-4.0165,143.1329
AYVN,medium_airport,Vanimo Airport,Vanimo,PG,PG-SAN,VAI,10,-2.6926,141.3028
AYVO,small_airport,Tonu Airport,Tonu,PG,PG-NSB,TON,300,-6.6552,155.4326
AYVP,small_airport,Woposali Airstrip,Woposali,PG,PG-SHM,,2009,-6.6577,144.2974
AYVW,small_airport,Wuvulu Island Airport,Wuvulu Island,PG,PG-MRL,WUV,16,-1.7361,142.8367
AYVY,small_airport,Yembi Yembi Airstrip,Yembiyembi,PG,PG-ESW,,80,-4.4698,143.1485
AYWB,small_airport,Wabo Airport,Wabo,PG,PG-GPK,WAO,132,-6.9894,145.0751
AYWC,small_airport,Wantoat Airport,Wantoat,PG,PG-MPL,WTT,3900,-6.1325,146.4678
AYWD,medium_airport,Wapenamanda Airport,Wapenamanda,PG,PG-EPW,WBM,5889,-5.6353,143.8922
AYWE,small_airport,Wangeto Airstrip,Wangeto,PG,PG-MPM,,4255,-5.7432,146.1484
AYWF,small_airport,Wawoi Falls Airport,Wavoi Falls,PG,PG-WPD,WAJ,370,-6.9523,142.6557
AYWG,small_airport,Wanigela Airport,Wanigela,PG,PG-NPP,AGL,53,-9.3375,149.1556
AYWH,small_airport,Wanuma Airport,Wanuma,PG,PG-MPM,WNU,2260,-4.8961,145.3213
AYWJ,small_airport,Wapolu Airport,Wapolu,PG,PG-MBA,WBC,45,-9.3376,150.5093
AYWK,medium_airport,Wewak International Airport,Wewak,PG,PG-ESW,WWK,19,-3.5838,143.6690
AYWL,small_airport,Walagu Airstrip,,PG,PG-SHM,,2000,-6.3432,142.8254
AYWM,small_airport,Wasengla Airstrip,,PG,PG-SAN,,1280,-3.2955,141.0727
AYWN,small_airport,Nugwaia Airstrip,Nugwaia,PG,PG-ESW,,279,-3.8183,142.8350
AYWO,small_airport,Wonenara Airport,Wonenara,PG,PG-EHG,WOA,5028,-6.7969,145.8919
AYWQ,small_airport,Wakunai Airport,Wakunai,PG,PG-NSB,WKN,20,-5.8603,155.2223
AYWS,small_airport,Wasu Airport,Wasu,PG,PG-MPL,WSU,34,-5.9617,147.1982
AYWT,small_airport,Woitape Airport,Fatima Mission,PG,PG-CPM,WTP,5200,-8.5458,147.2525
AYWU,small_airport,Wau Airport,Wau,PG,PG-MPL,WUG,3600,-7.3456,146.7186
AYWV,small_airport,Warasai Airstrip,Warasai,PG,PG-SAN,,150,-4.0120,142.5100
AYWX,small_airport,Wario Airstrip,,PG,PG-ESW,,85,-4.4087,142.2270
AYWY,small_airport,Waro Airstrip,Iorogobayu,PG,PG-SHM,,1458,-6.5368,143.1979
AYXA,small_airport,Wiawia Airstrip,Wiawia,PG,PG-GPK,,2000,-7.1637,145.6337
AYXB,small_airport,Buluwo Airstrip,Buluwo,PG,PG-SAN,,600,-3.6753,142.0151
AYXE,small_airport,Yeva Airport,Yeva,PG,PG-MPL,YVD,4510,-7.5480,146.1880
AYXG,small_airport,Sugu Airstrip,Sugu,PG,PG-SHM,,4105,-6.3907,143.5565
AYXI,small_airport,Sim Airport,Sim,PG,PG-MPL,SMJ,5460,-7.7500,146.9273
AYXO,small_airport,Tol Airport,Tol,PG,PG-EBR,TLO,49,-4.9808,152.0100
AYXP,small_airport,Wipim Airport,Wipim,PG,PG-WPD,WPM,173,-8.7882,142.8820
AYXS,small_airport,Sisamin Airstrip,Sisamin,PG,PG-SAN,,1675,-5.1363,142.2840
AYXW,small_airport,Weam Airport,Weam,PG,PG-WPD,WEP,50,-8.6184,141.1381
AYXY,small_airport,Yebil Airstrip,Yebil,PG,PG-SAN,,1400,-3.4625,141.9559
AYYA,small_airport,Yabru Airstrip,,PG,PG-SAN,,95,-3.9673,141.1917
AYYC,small_airport,Yagiap Airstrip,,PG,PG-ESW,,110,-4.0177,143.2174
AYYD,small_airport,Yatoam Airstrip,Yatoam,PG,PG-HLA,,2060,-5.0949,142.3846
AYYE,small_airport,Yalumet Airport,Yalumet,PG,PG-MPL,KYX,2600,-6.0900,147.0117
AYYG,small_airport,Yemin Airstrip,Yemin,PG,PG-SAN,,230,-3.9670,142.2912
AYYI,small_airport,Yili Airstrip,Yili,PG,PG-SAN,,1500,-3.5322,142.1645
AYYJ,small_airport,Yanungen Airstrip,Yanungen,PG,PG-SAN,,1880,-3.4574,142.5400
AYYK,small_airport,Yenkis(Yankisa) Airport,,PG,PG-EPW,YEQ,3692,-5.1097,143.9177
AYYL,small_airport,Tinboli Airport,Tinboli,PG,PG-ESW,TCK,59,-4.0949,143.3838
AYYM,small_airport,Munbil Airport,,PG,PG-SAN,LNF,3126,-4.8559,141.2202
AYYN,small_airport,Yimnalem Airstrip,Yimnalem,PG,PG-MPM,,4800,-5.1441,144.5956
AYYO,small_airport,Oram Airport,,PG,PG-CPM,RAX,3500,-9.6329,148.0481
AYYP,small_airport,Yapsiei Airport,,PG,PG-SAN,KPE,600,-4.6281,141.0942
AYYQ,small_airport,Yagrombok Airstrip,Yagrombok,PG,PG-ESW,,1509,-3.5850,142.6285
AYYR,small_airport,Yasuru Airport,Yasuru,PG,PG-MPL,KSX,1520,-6.6015,146.1813
AYYT,small_airport,Mount Tauwa Airstrip,Mount Tauwa,PG,PG-SHM,,3700,-6.7293,144.3030
AYYU,small_airport,Mui Airstrip,Mui,PG,PG-MPM,,132,-4.7912,144.3113
AYYV,small_airport,Yawa Airstrip,Yawa,PG,PG-ESW,,120,-4.1003,142.1351
AYYW,small_airport,Yawan Airstrip,Yawan,PG,PG-MPL,,4870,-6.1339,146.8438
AYYZ,small_airport,Yambaitok,Yambaitok,PG,PG-ESW,,637,-4.9953,143.9614
AYZA,small_airport,Zenag Airport,Zenag,PG,PG-MPL,ZEN,3200,-6.9522,146.6163
AYZB,small_airport,Sibilanga Airstrip,Sibilanga Mission,PG,PG-SAN,,2330,-3.4458,142.5010
AYZI,small_airport,Silur Airport,Silur Mission,PG,PG-NIK,SWR,217,-4.5299,153.0544
AYZM,small_airport,Wasum Airport,Wasum,PG,PG-WBK,WUM,175,-6.0491,149.3370
AYZN,small_airport,Sissano Airport,Sissano,PG,PG-SAN,SIZ,27,-2.9994,142.0445
AYZQ,small_airport,Sopise Airstrip,Sopise,PG,PG-SHM,,3450,-6.7887,144.1593
AYZS,small_airport,Ossima Airport,Ossima,PG,PG-SAN,OSG,205,-2.9156,141.2973
AYZU,small_airport,Oum Airstrip,Oum,PG,PG-ESW,,80,-4.2684,142.1273
AYZW,small_airport,Siawi Airstrip,Siawi,PG,PG-SAN,,230,-4.0610,141.4197
AYZY,small_airport,Yilui Airstrip,Yilui,PG,PG-SAN,,265,-3.9292,142.2045
AYZZ,small_airport,Zuebak Airstrip,Zuebak,PG,PG-MPL,,3560,-6.3088,146.5568
BGAA,medium_airport,Aasiaat Airport,Aasiaat,GL,GL-QK,JEG,74,68.7218,-52.7847
BGAG,heliport,Aappilattoq Heliport,Aappilattoq,GL,GL-AV,AOQ,42,72.8870,-55.5963
BGAM,heliport,Tasiilaq Heliport,Tasiilaq,GL,GL-SE,AGM,24,65.6123,-37.6183
BGAP,heliport,Alluitsup Paa Heliport,Alluitsup Paa,GL,GL-KU,LLU,54,60.4645,-45.5692
BGAQ,heliport,Aappilattoq Heliport,Aappilattoq,GL,GL-KU,QUV,30,60.1484,-44.2869
BGAR,heliport,Arsuk Heliport,Arsuk,GL,GL-SE,JRK,66,61.1768,-48.4197
BGAS,heliport,Ammassivik Heliport,Ammassivik,GL,GL-KU,QUW,71,60.5974,-45.3824
BGAT,heliport,Attu Heliport,Attu,GL,GL-QK,QGQ,32,67.9407,-53.6219
BGBW,medium_airport,Narsarsuaq Airport,Narsarsuaq,GL,GL-KU,UAK,112,61.1605,-45.4260
BGCH,heliport,Qasigiannguit Heliport,Qasigiannguit,GL,GL-QK,JCH,70,68.8228,-51.1734
BGCO,small_airport,Neerlerit Inaat Airport,Neerlerit Inaat,GL,GL-SE,CNP,45,70.7431,-22.6505
BGDB,heliport,Daneborg Heliport,Daneborg,GL,GL-NE,,,74.2979,-20.2300
BGDH,small_airport,Danmarkshavn Landing Strip,Danmarkshavn,GL,GL-NE,,,76.7667,-18.6667
BGET,heliport,Eqalugaarsuit Heliport,Eqalugaarsuit,GL,GL-KU,QFG,9,60.6197,-45.9141
BGFD,heliport,Narsarmijit Heliport,Narsarmijit,GL,GL-KU,QFN,44,60.0047,-44.6569
BGGD,heliport,Kangilinnguit Heliport,Kangilinnguit,GL,GL-SE,JGR,101,61.2290,-48.0970
BGGH,medium_airport,Nuuk Airport,Nuuk,GL,GL-SE,GOH,283,64.1911,-51.6791
BGGN,heliport,Qeqertarsuaq Heliport,Qeqertarsuaq,GL,GL-QK,JGO,9,69.2512,-53.5149
BGIA,heliport,Ikerasak Heliport,Ikerasak,GL,GL-AV,IKE,66,70.4981,-51.3031
BGIG,heliport,Iginniarfik Heliport,Iginniarfik,GL,GL-QK,QFI,50,68.1472,-53.1735
BGIK,heliport,Ikerassaarsuk Heliport,Ikerassaarsuk,GL,GL-QK,QRY,165,68.1409,-53.4415
BGIL,heliport,Ilimanaq Heliport,Ilimanaq,GL,GL-AV,XIQ,52,69.0809,-51.1143
BGIN,heliport,Innarsuit Heliport,Innarsuit,GL,GL-AV,IUI,95,73.1999,-56.0108
BGIS,heliport,Isortoq Heliport,Isortoq,GL,GL-SE,IOQ,92,65.5478,-38.9766
BGIT,heliport,Ikamiut Heliport,Ikamiut,GL,GL-QK,QJI,49,68.6343,-51.8323
BGJH,heliport,Qaqortoq Heliport,Qaqortoq,GL,GL-KU,JJU,53,60.7157,-46.0299
BGJN,medium_airport,Ilulissat Airport,Ilulissat,GL,GL-AV,JAV,95,69.2432,-51.0571
BGKA,heliport,Kangaatsiaq Heliport,Kangaatsiaq,GL,GL-QK,QPW,17,68.3127,-53.4602
BGKK,medium_airport,Kulusuk Airport,Kulusuk,GL,GL-SE,KUS,117,65.5736,-37.1236
BGKL,heliport,Upernavik Kujalleq Heliport,Upernavik Kujalleq,GL,GL-AV,,92,72.1527,-55.5310
BGKM,heliport,Kuummiut Heliport,Kuummiut,GL,GL-SE,KUZ,89,65.8639,-36.9979
BGKQ,heliport,Kullorsuaq Heliport,Kullorsuaq,GL,GL-AV,KHQ,148,74.5781,-57.2268
BGKS,heliport,Kangersuatsiaq Heliport,Kangersuatsiaq,GL,GL-AV,KGQ,112,72.3811,-55.5366
BGKT,heliport,Kitsissuarsuit Heliport,Kitsissuarsuit,GL,GL-QK,QJE,18,68.8579,-53.1233
BGLL,heliport,Illorsuit Heliport,Illorsuit,GL,GL-AV,IOT,154,71.2419,-53.5629
BGMI,small_airport,Station Nord Landing Strip,Station Nord,GL,GL-NE,,35,81.6013,-16.6793
BGMQ,small_airport,Maniitsoq Airport,Maniitsoq,GL,GL-QA,JSU,91,65.4125,-52.9394
BGMV,small_airport,Mestersvig Airport,Mestersvig,GL,GL-NE,,52,72.2369,-23.9319
BGNK,heliport,Niaqornaarsuk Heliport,Niaqornaarsuk,GL,GL-QK,,152,68.2364,-52.8521
BGNL,heliport,Nalunaq Heliport,Nalunaq,GL,GL-KU,,778,60.3572,-44.8280
BGNN,heliport,Nanortalik Heliport,Nanortalik,GL,GL-KU,JNN,17,60.1419,-45.2330
BGNO,heliport,Station Nord Heliport,Station Nord,GL,GL-NE,,,81.6978,-17.8088
BGNQ,heliport,Nuugaatsiaq Heliport,Nuugaatsiaq,GL,GL-AV,JUU,57,71.5388,-53.2050
BGNS,heliport,Narsaq Heliport,Narsaq,GL,GL-KU,JNS,83,60.9173,-46.0599
BGNT,heliport,Niaqornat Heliport,Niaqornat,GL,GL-AV,NIQ,10,70.7894,-53.6629
BGNU,heliport,Nuussuaq Heliport,Nuussuaq,GL,GL-AV,NSQ,184,74.1099,-57.0650
BGPC,heliport,Ikerasassuaq Heliport,Ikerasassuaq,GL,GL-KU,,,60.0572,-43.1597
BGPT,small_airport,Paamiut Airport,Paamiut,GL,GL-SE,JFR,120,62.0147,-49.6709
BGQE,heliport,Qeqertaq Heliport,Qeqertaq,GL,GL-AV,PQT,69,69.9959,-51.3009
BGQQ,small_airport,Qaanaaq Airport,Qaanaaq,GL,GL-AV,NAQ,51,77.4886,-69.3887
BGQT,heliport,Qassimiut Heliport,Qassimiut,GL,GL-KU,QJH,29,60.7810,-47.1562
BGSC,heliport,Ittoqqortoormiit Heliport,Ittoqqortoormiit,GL,GL-SE,OBY,238,70.4882,-21.9717
BGSF,medium_airport,Kangerlussuaq Airport,Kangerlussuaq,GL,GL-QA,SFJ,165,67.0104,-50.7153
BGSG,heliport,Sermiligaaq Heliport,Sermiligaaq,GL,GL-SE,SGG,33,65.9059,-36.3783
BGSI,heliport,Siorapaluk Heliport,Siorapaluk,GL,GL-AV,SRK,102,77.7865,-70.6387
BGSO,heliport,Saarloq Heliport,Saarloq,GL,GL-KU,QOQ,,60.5378,-46.0247
BGSQ,heliport,Saqqaq Heliport,Saqqaq,GL,GL-AV,,38,70.0114,-51.9321
BGSS,medium_airport,Sisimiut Airport,Sisimiut,GL,GL-QA,JHS,33,66.9513,-53.7293
BGST,heliport,Saattut Heliport,Saattut,GL,GL-AV,SAE,131,70.8112,-51.6313
BGSV,heliport,Savissivik Heliport,Savissivik,GL,GL-AV,SVR,24,76.0186,-65.1177
BGTA,heliport,Tasiusaq Heliport,Tasiusaq,GL,GL-AV,TQA,181,73.3731,-56.0603
BGTL,medium_airport,Pituffik Space Base,Pituffik,GL,GL-AV,THU,251,76.5312,-68.7032
BGTN,heliport,Tiniteqilaaq Heliport,Tiniteqilaaq,GL,GL-SE,TQI,15,65.8920,-37.7834
BGTQ,heliport,Tasiusaq Heliport,Tasiusak,GL,GL-KU,XEQ,21,60.1943,-44.8134
BGUK,small_airport,Upernavik Airport,Upernavik,GL,GL-AV,JUV,414,72.7902,-56.1306
BGUM,heliport,Uummannaq Heliport,Uummannaq,GL,GL-AV,UMD,50,70.6804,-52.1116
